"","Country","Region","Happiness.Rank","Happiness.Score","Standard.Error","Economy..GDP.per.Capita.","Family","Health..Life.Expectancy.","Freedom","Trust..Government.Corruption.","Generosity","Dystopia.Residual","year","mean","Lower.Confidence.Interval","Upper.Confidence.Interval","Logged.GDP.per.capita","Healthy.life.expectancy","Ladder.score.in.Dystopia","Explained.by..Log.GDP.per.capita","Explained.by..Social.support","Explained.by..Healthy.life.expectancy","Explained.by..Freedom.to.make.life.choices","Explained.by..Generosity","Explained.by..Perceptions.of.corruption"
"466","Rwanda",NA,151,3.47099995613098,NA,0.368745893239975,0.945707023143768,0.326424807310104,0.581843852996826,0.455220013856888,0.252756029367447,0.540061235427856,2017,5.35401935577393,3.39896967872977,3.54303023353219,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Syria",NA,152,3.46199989318848,NA,0.777153134346008,0.396102607250214,0.50053334236145,0.0815394446253777,0.151347130537033,0.493663728237152,1.06157350540161,2017,5.35401935577393,3.26033122956753,3.66366855680943,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Tanzania",NA,153,3.34899997711182,NA,0.511135876178741,1.04198980331421,0.364509284496307,0.390017777681351,0.0660351067781448,0.354256361722946,0.621130466461182,2017,5.35401935577393,3.23657019883394,3.46142975538969,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Burundi",NA,154,2.90499997138977,NA,0.091622568666935,0.629793584346771,0.151610791683197,0.0599007532000542,0.0841479450464249,0.204435184597969,1.68302416801453,2017,5.35401935577393,2.73530960977077,3.07469033300877,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Central African Republic",NA,155,2.69300007820129,NA,0,0,0.0187726859003305,0.270842045545578,0.0565650761127472,0.280876487493515,2.06600475311279,2017,5.35401935577393,2.52111588716507,2.86488426923752,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Finland",NA,1,7.632,NA,1.305,1.592,0.874,0.681,0.393,0.202,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Norway",NA,2,7.594,NA,1.456,1.582,0.861,0.686,0.34,0.286,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Denmark",NA,3,7.555,NA,1.351,1.59,0.868,0.683,0.408,0.284,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Iceland",NA,4,7.495,NA,1.343,1.644,0.914,0.677,0.138,0.353,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Switzerland",NA,5,7.487,NA,1.42,1.549,0.927,0.66,0.357,0.256,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Netherlands",NA,6,7.441,NA,1.361,1.488,0.878,0.638,0.295,0.333,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Canada",NA,7,7.328,NA,1.33,1.532,0.896,0.653,0.291,0.321,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","New Zealand",NA,8,7.324,NA,1.268,1.601,0.876,0.669,0.389,0.365,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Sweden",NA,9,7.314,NA,1.355,1.501,0.913,0.659,0.383,0.285,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Australia",NA,10,7.272,NA,1.34,1.573,0.91,0.647,0.302,0.361,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","United Kingdom",NA,11,7.19,NA,1.244,1.433,0.888,0.464,0.082,0.262,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Austria",NA,12,7.139,NA,1.341,1.504,0.891,0.617,0.224,0.242,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Costa Rica",NA,13,7.072,NA,1.01,1.459,0.817,0.632,0.101,0.143,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Ireland",NA,14,6.977,NA,1.448,1.583,0.876,0.614,0.306,0.307,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Germany",NA,15,6.965,NA,1.34,1.474,0.861,0.586,0.28,0.273,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Belgium",NA,16,6.927,NA,1.324,1.483,0.894,0.583,0.24,0.188,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Luxembourg",NA,17,6.91,NA,1.576,1.52,0.896,0.632,0.321,0.196,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","United States",NA,18,6.886,NA,1.398,1.471,0.819,0.547,0.133,0.291,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Israel",NA,19,6.814,NA,1.301,1.559,0.883,0.533,0.272,0.354,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Czech Republic",NA,21,6.711,NA,1.233,1.489,0.854,0.543,0.034,0.064,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Malta",NA,22,6.627,NA,1.27,1.525,0.884,0.645,0.142,0.376,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","France",NA,23,6.489,NA,1.293,1.466,0.908,0.52,0.176,0.098,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Mexico",NA,24,6.488,NA,1.038,1.252,0.761,0.479,0.095,0.069,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Chile",NA,25,6.476,NA,1.131,1.331,0.808,0.431,0.061,0.197,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Taiwan",NA,26,6.441,NA,1.365,1.436,0.857,0.418,0.078,0.151,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Panama",NA,27,6.43,NA,1.112,1.438,0.759,0.597,0.063,0.125,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Brazil",NA,28,6.419,NA,0.986,1.474,0.675,0.493,0.088,0.11,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Argentina",NA,29,6.388,NA,1.073,1.468,0.744,0.57,0.054,0.062,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Guatemala",NA,30,6.382,NA,0.781,1.268,0.608,0.604,0.071,0.179,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Uruguay",NA,31,6.379,NA,1.093,1.459,0.771,0.625,0.155,0.13,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Qatar",NA,32,6.374,NA,1.649,1.303,0.748,0.654,0.171,0.256,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Saudi Arabia",NA,33,6.371,NA,1.379,1.331,0.633,0.509,0.127,0.098,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Singapore",NA,34,6.343,NA,1.529,1.451,1.008,0.631,0.457,0.261,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Malaysia",NA,35,6.322,NA,1.161,1.258,0.669,0.356,0.059,0.311,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Spain",NA,36,6.31,NA,1.251,1.538,0.965,0.449,0.074,0.142,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Colombia",NA,37,6.26,NA,0.96,1.439,0.635,0.531,0.039,0.099,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Trinidad & Tobago",NA,38,6.192,NA,1.223,1.492,0.564,0.575,0.019,0.171,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Slovakia",NA,39,6.173,NA,1.21,1.537,0.776,0.354,0.014,0.118,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","El Salvador",NA,40,6.167,NA,0.806,1.231,0.639,0.461,0.082,0.065,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Nicaragua",NA,41,6.141,NA,0.668,1.319,0.7,0.527,0.128,0.208,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Poland",NA,42,6.123,NA,1.176,1.448,0.781,0.546,0.064,0.108,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Bahrain",NA,43,6.105,NA,1.338,1.366,0.698,0.594,0.123,0.243,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Uzbekistan",NA,44,6.096,NA,0.719,1.584,0.605,0.724,0.259,0.328,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Kuwait",NA,45,6.083,NA,1.474,1.301,0.675,0.554,0.106,0.167,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Thailand",NA,46,6.072,NA,1.016,1.417,0.707,0.637,0.029,0.364,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Italy",NA,47,6,NA,1.264,1.501,0.946,0.281,0.028,0.137,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","Ecuador",NA,48,5.973,NA,0.889,1.33,0.736,0.556,0.12,0.114,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","Belize",NA,49,5.956,NA,0.807,1.101,0.474,0.593,0.089,0.183,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Lithuania",NA,50,5.952,NA,1.197,1.527,0.716,0.35,0.006,0.026,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Slovenia",NA,51,5.948,NA,1.219,1.506,0.856,0.633,0.051,0.16,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Romania",NA,52,5.945,NA,1.116,1.219,0.726,0.528,0.001,0.088,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Latvia",NA,53,5.933,NA,1.148,1.454,0.671,0.363,0.066,0.092,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Japan",NA,54,5.915,NA,1.294,1.462,0.988,0.553,0.15,0.079,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","Mauritius",NA,55,5.891,NA,1.09,1.387,0.684,0.584,0.05,0.245,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Jamaica",NA,56,5.89,NA,0.819,1.493,0.693,0.575,0.031,0.096,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","South Korea",NA,57,5.875,NA,1.266,1.204,0.955,0.244,0.051,0.175,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Northern Cyprus",NA,58,5.835,NA,1.229,1.211,0.909,0.495,0.154,0.179,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Russia",NA,59,5.81,NA,1.151,1.479,0.599,0.399,0.025,0.065,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Kazakhstan",NA,60,5.79,NA,1.143,1.516,0.631,0.454,0.121,0.148,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Cyprus",NA,61,5.762,NA,1.229,1.191,0.909,0.423,0.035,0.202,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","Bolivia",NA,62,5.752,NA,0.751,1.223,0.508,0.606,0.054,0.141,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","Estonia",NA,63,5.739,NA,1.2,1.532,0.737,0.553,0.174,0.086,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Paraguay",NA,64,5.681,NA,0.835,1.522,0.615,0.541,0.074,0.162,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Peru",NA,65,5.663,NA,0.934,1.249,0.674,0.53,0.034,0.092,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Kosovo",NA,66,5.662,NA,0.855,1.23,0.578,0.448,0.023,0.274,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Moldova",NA,67,5.64,NA,0.657,1.301,0.62,0.232,0,0.171,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","Turkmenistan",NA,68,5.636,NA,1.016,1.533,0.517,0.417,0.037,0.199,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Hungary",NA,69,5.62,NA,1.171,1.401,0.732,0.259,0.022,0.061,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Libya",NA,70,5.566,NA,0.985,1.35,0.553,0.496,0.148,0.116,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Philippines",NA,71,5.524,NA,0.775,1.312,0.513,0.643,0.105,0.12,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","Honduras",NA,72,5.504,NA,0.62,1.205,0.622,0.459,0.074,0.197,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Belarus",NA,73,5.483,NA,1.039,1.498,0.7,0.307,0.154,0.101,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Turkey",NA,74,5.483,NA,1.148,1.38,0.686,0.324,0.109,0.106,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Pakistan",NA,75,5.472,NA,0.652,0.81,0.424,0.334,0.113,0.216,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Hong Kong",NA,76,5.43,NA,1.405,1.29,1.03,0.524,0.291,0.246,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","Portugal",NA,77,5.41,NA,1.188,1.429,0.884,0.562,0.017,0.055,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","Serbia",NA,78,5.398,NA,0.975,1.369,0.685,0.288,0.043,0.134,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Greece",NA,79,5.358,NA,1.154,1.202,0.879,0.131,0.044,0,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Lebanon",NA,80,5.358,NA,0.965,1.179,0.785,0.503,0.136,0.214,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Montenegro",NA,81,5.347,NA,1.017,1.279,0.729,0.259,0.081,0.111,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Croatia",NA,82,5.321,NA,1.115,1.161,0.737,0.38,0.039,0.12,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Dominican Republic",NA,83,5.302,NA,0.982,1.441,0.614,0.578,0.106,0.12,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Algeria",NA,84,5.295,NA,0.979,1.154,0.687,0.077,0.135,0.055,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Morocco",NA,85,5.254,NA,0.779,0.797,0.669,0.46,0.074,0.026,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","China",NA,86,5.246,NA,0.989,1.142,0.799,0.597,0.103,0.029,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Azerbaijan",NA,87,5.201,NA,1.024,1.161,0.603,0.43,0.176,0.031,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Tajikistan",NA,88,5.199,NA,0.474,1.166,0.598,0.292,0.034,0.187,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Macedonia",NA,89,5.185,NA,0.959,1.239,0.691,0.394,0.052,0.173,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Jordan",NA,90,5.161,NA,0.822,1.265,0.645,0.468,0.134,0.13,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Nigeria",NA,91,5.155,NA,0.689,1.172,0.048,0.462,0.032,0.201,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Kyrgyzstan",NA,92,5.131,NA,0.53,1.416,0.594,0.54,0.035,0.281,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Bosnia and Herzegovina",NA,93,5.129,NA,0.915,1.078,0.758,0.28,0,0.216,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Mongolia",NA,94,5.125,NA,0.914,1.517,0.575,0.395,0.032,0.253,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","Vietnam",NA,95,5.103,NA,0.715,1.365,0.702,0.618,0.079,0.177,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","Indonesia",NA,96,5.093,NA,0.899,1.215,0.522,0.538,0.018,0.484,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","Bhutan",NA,97,5.082,NA,0.796,1.335,0.527,0.541,0.171,0.364,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Somalia",NA,98,4.982,NA,0,0.712,0.115,0.674,0.282,0.238,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Cameroon",NA,99,4.975,NA,0.535,0.891,0.182,0.454,0.043,0.183,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","Bulgaria",NA,100,4.933,NA,1.054,1.515,0.712,0.359,0.009,0.064,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","Nepal",NA,101,4.88,NA,0.425,1.228,0.539,0.526,0.078,0.302,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","Venezuela",NA,102,4.806,NA,0.996,1.469,0.657,0.133,0.052,0.056,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Gabon",NA,103,4.758,NA,1.036,1.164,0.404,0.356,0.052,0.032,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","Palestinian Territories",NA,104,4.743,NA,0.642,1.217,0.602,0.266,0.076,0.086,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","South Africa",NA,105,4.724,NA,0.94,1.41,0.33,0.516,0.056,0.103,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Iran",NA,106,4.707,NA,1.059,0.771,0.691,0.459,0.129,0.282,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","Ivory Coast",NA,107,4.671,NA,0.541,0.872,0.08,0.467,0.103,0.146,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","Ghana",NA,108,4.657,NA,0.592,0.896,0.337,0.499,0.029,0.212,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","Senegal",NA,109,4.631,NA,0.429,1.117,0.433,0.406,0.082,0.138,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","Laos",NA,110,4.623,NA,0.72,1.034,0.441,0.626,0.174,0.23,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","Tunisia",NA,111,4.592,NA,0.9,0.906,0.69,0.271,0.063,0.04,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","Albania",NA,112,4.586,NA,0.916,0.817,0.79,0.419,0.032,0.149,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","Sierra Leone",NA,113,4.571,NA,0.256,0.813,0,0.355,0.053,0.238,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","Congo (Brazzaville)",NA,114,4.559,NA,0.682,0.811,0.343,0.514,0.077,0.091,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","Bangladesh",NA,115,4.5,NA,0.532,0.85,0.579,0.58,0.144,0.153,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","Sri Lanka",NA,116,4.471,NA,0.918,1.314,0.672,0.585,0.05,0.307,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","Iraq",NA,117,4.456,NA,1.01,0.971,0.536,0.304,0.095,0.148,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","Mali",NA,118,4.447,NA,0.37,1.233,0.152,0.367,0.056,0.139,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","Namibia",NA,119,4.441,NA,0.874,1.281,0.365,0.519,0.064,0.051,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","Cambodia",NA,120,4.433,NA,0.549,1.088,0.457,0.696,0.065,0.256,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","Burkina Faso",NA,121,4.424,NA,0.314,1.097,0.254,0.312,0.128,0.175,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","Egypt",NA,122,4.419,NA,0.885,1.025,0.553,0.312,0.107,0.092,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","Mozambique",NA,123,4.417,NA,0.198,0.902,0.173,0.531,0.158,0.206,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","Kenya",NA,124,4.41,NA,0.493,1.048,0.454,0.504,0.055,0.352,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","Zambia",NA,125,4.377,NA,0.562,1.047,0.295,0.503,0.082,0.221,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","Mauritania",NA,126,4.356,NA,0.557,1.245,0.292,0.129,0.093,0.134,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","Ethiopia",NA,127,4.35,NA,0.308,0.95,0.391,0.452,0.146,0.22,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","Georgia",NA,128,4.34,NA,0.853,0.592,0.643,0.375,0.215,0.038,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","Armenia",NA,129,4.321,NA,0.816,0.99,0.666,0.26,0.028,0.077,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","Myanmar",NA,130,4.308,NA,0.682,1.174,0.429,0.58,0.178,0.598,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","Chad",NA,131,4.301,NA,0.358,0.907,0.053,0.189,0.06,0.181,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","Congo (Kinshasa)",NA,132,4.245,NA,0.069,1.136,0.204,0.312,0.052,0.197,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","India",NA,133,4.19,NA,0.721,0.747,0.485,0.539,0.093,0.172,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","Niger",NA,134,4.166,NA,0.131,0.867,0.221,0.39,0.099,0.175,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","Uganda",NA,135,4.161,NA,0.322,1.09,0.237,0.45,0.061,0.259,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","Benin",NA,136,4.141,NA,0.378,0.372,0.24,0.44,0.067,0.163,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","Sudan",NA,137,4.139,NA,0.605,1.24,0.312,0.016,0.082,0.134,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","Ukraine",NA,138,4.103,NA,0.793,1.413,0.609,0.163,0.011,0.187,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","Togo",NA,139,3.999,NA,0.259,0.474,0.253,0.434,0.101,0.158,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","Guinea",NA,140,3.964,NA,0.344,0.792,0.211,0.394,0.094,0.185,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","Lesotho",NA,141,3.808,NA,0.472,1.215,0.079,0.423,0.112,0.116,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","Angola",NA,142,3.795,NA,0.73,1.125,0.269,0,0.061,0.079,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","Madagascar",NA,143,3.774,NA,0.262,0.908,0.402,0.221,0.049,0.155,NA,2018,5.36689677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
