"","Region","Subregion","Country","Rate","Count","Year"
"410","Americas","Caribbean","Barbados","59.859000000000002","170","2013"
"411","Americas","Caribbean","Dominica",NA,NA,"2013"
"412","Americas","Caribbean","Dominican Republic","79.578000000000003","7996","2013"
"413","Americas","Caribbean","Grenada","137.03700000000001","148","2013"
"414","Americas","Caribbean","Jamaica","92.305000000000007","2639","2013"
"415","Americas","Caribbean","Puerto Rico",NA,NA,"2013"
"416","Americas","Caribbean","St. Kitts and Nevis",NA,NA,"2013"
"417","Americas","Caribbean","St. Vincent and the Grenadines","210.09200000000001","229","2013"
"418","Americas","Caribbean","Trinidad and Tobago","45.863999999999997","621","2013"
"419","Americas","Central America","Belize",NA,NA,"2013"
"420","Americas","Central America","Costa Rica","153.501","7279","2013"
"421","Americas","Central America","El Salvador","49.680999999999997","3113","2013"
"422","Americas","Central America","Guatemala","62.792000000000002","9793","2013"
"423","Americas","Central America","Honduras","33.673999999999999","2963","2013"
"424","Americas","Central America","Mexico","32.868000000000002","39056","2013"
